,start,mid,end,grade,user_grade,is_benchmark,repeats,url
345302,"[[5, 5], [3, 2]]","[[6, 6], [2, 8], [3, 9], [0, 12], [5, 14], [3, 15]]","[[7, 17]]",3,,False,10,https://moonboard.com/Problems/View/345302/ego-syntonic
345301,"[[9, 4], [4, 5]]","[[5, 10], [1, 11], [3, 14]]","[[3, 17]]",3,,False,3,https://moonboard.com/Problems/View/345301/black-saitama
345286,"[[6, 1], [8, 3]]","[[6, 5], [4, 10], [4, 12], [2, 14], [6, 8]]","[[3, 17]]",0,,False,2,https://moonboard.com/Problems/View/345286/this-climb-has-no-name
345285,"[[3, 5], [2, 4]]","[[3, 9], [2, 11], [3, 14], [2, 6]]","[[2, 17]]",1,,False,3,https://moonboard.com/Problems/View/345285/crimpy-wimpy
345284,"[[1, 2], [0, 4]]","[[0, 8], [4, 9], [2, 12], [8, 13], [8, 15], [10, 8]]","[[10, 17]]",2,,False,2,https://moonboard.com/Problems/View/345284/homem-n%C3%A3o-chora
345281,"[[8, 3], [6, 3]]","[[7, 7], [2, 8], [2, 9], [6, 13], [4, 13]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/345281/pin%C3%A7a-ou-ri
345280,"[[3, 2], [0, 4]]","[[2, 6], [1, 10], [6, 10], [3, 10], [8, 13], [7, 15]]","[[10, 17]]",2,,False,6,https://moonboard.com/Problems/View/345280/the-atrocity-vendor
345279,"[[1, 2]]","[[1, 9], [9, 7], [5, 10], [4, 11], [8, 13], [3, 6]]","[[6, 17]]",2,,False,2,https://moonboard.com/Problems/View/345279/evolu%C3%A7%C3%A3o
345278,"[[5, 4], [3, 2]]","[[9, 6], [7, 10], [6, 13], [7, 15], [3, 16]]","[[3, 17], [2, 17]]",2,,False,5,https://moonboard.com/Problems/View/345278/xavi-civelles
345274,"[[5, 4]]","[[7, 9], [4, 12], [5, 13]]","[[4, 17]]",1,,False,12,https://moonboard.com/Problems/View/345274/kinda-big-boi
345267,"[[6, 3], [4, 5]]","[[7, 7], [4, 9], [2, 12], [6, 11], [6, 13], [4, 15], [3, 2]]","[[6, 17]]",1,,False,6,https://moonboard.com/Problems/View/345267/unicorn-tears
345266,"[[5, 4]]","[[2, 6], [3, 9], [2, 11], [5, 14], [2, 14]]","[[6, 17]]",1,,False,3,https://moonboard.com/Problems/View/345266/crimpy-but-standard
345265,"[[10, 4]]","[[5, 6], [6, 8], [1, 10], [4, 11], [1, 14]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/345265/master-oogways-magicpeach
345264,"[[10, 4]]","[[9, 7], [7, 10], [7, 13], [4, 14]]","[[4, 17]]",0,,False,10,https://moonboard.com/Problems/View/345264/sunshine-studios
345262,"[[8, 4]]","[[7, 8], [2, 9], [4, 12], [3, 12], [5, 14], [3, 15]]","[[7, 17]]",1,,False,3,https://moonboard.com/Problems/View/345262/l-ombra-di-mordor
345248,"[[8, 5], [7, 4]]","[[2, 6], [6, 8], [2, 12], [7, 13], [6, 14]]","[[10, 17]]",1,,False,5,https://moonboard.com/Problems/View/345248/wx1
345245,"[[1, 2], [2, 4]]","[[4, 6], [4, 9], [5, 11], [2, 12], [3, 13], [1, 15]]","[[0, 17]]",2,,False,2,https://moonboard.com/Problems/View/345245/yang-b
345243,"[[6, 3], [6, 1]]","[[4, 6], [7, 10], [5, 13], [4, 14]]","[[4, 17]]",0,,False,1,https://moonboard.com/Problems/View/345243/yang-b-power-amo
345240,"[[9, 4], [7, 4]]","[[6, 8], [4, 11], [5, 14]]","[[3, 17]]",1,,False,2,https://moonboard.com/Problems/View/345240/rackitup
345229,"[[9, 4]]","[[7, 9], [2, 12], [3, 16]]","[[0, 17]]",0,,False,1,https://moonboard.com/Problems/View/345229/goo-goo
345211,"[[5, 5], [3, 5]]","[[6, 1], [6, 6], [5, 8], [8, 9], [6, 12], [5, 14], [3, 15]]","[[6, 17]]",1,,False,3,https://moonboard.com/Problems/View/345211/utsunomics-kids-02
345210,"[[0, 4]]","[[1, 9], [2, 7], [5, 10], [5, 12], [8, 13], [7, 15], [4, 7], [3, 5]]","[[8, 17]]",1,,False,3,https://moonboard.com/Problems/View/345210/utsunomics-kids-01
345209,"[[3, 5]]","[[2, 8], [5, 9], [5, 13]]","[[3, 17]]",4,,False,2,https://moonboard.com/Problems/View/345209/deviessereincrociatore
345208,"[[5, 4]]","[[9, 7], [7, 8], [10, 10], [8, 10], [6, 12], [8, 13], [6, 16]]","[[8, 17]]",0,,False,11,https://moonboard.com/Problems/View/345208/g-crimping
345207,"[[7, 4]]","[[8, 6], [3, 9], [6, 13], [8, 8]]","[[10, 17]]",4,,False,1,https://moonboard.com/Problems/View/345207/just-another-i9-boulder
345203,"[[5, 4]]","[[10, 7], [6, 10], [7, 11], [2, 13]]","[[3, 17]]",4,,False,1,https://moonboard.com/Problems/View/345203/generic-problem-name-1
345194,"[[5, 4]]","[[7, 7], [2, 9], [4, 12], [1, 15]]","[[3, 17]]",0,,False,10,https://moonboard.com/Problems/View/345194/platypus-fetish
345192,"[[10, 4]]","[[10, 8], [6, 12], [8, 15], [8, 9]]","[[4, 17]]",1,,False,13,https://moonboard.com/Problems/View/345192/fun-easy-4
345191,"[[6, 1]]","[[5, 4], [6, 7], [4, 10], [4, 12], [1, 15]]","[[4, 17]]",1,,False,17,https://moonboard.com/Problems/View/345191/fun-easy-5
345189,"[[2, 5], [3, 4]]","[[1, 7], [6, 1], [4, 8], [5, 10], [5, 11], [8, 11], [8, 13], [6, 14]]","[[10, 17]]",1,,False,1,https://moonboard.com/Problems/View/345189/nimzo-indian-defense
345186,"[[5, 4]]","[[6, 1], [7, 10], [4, 14], [1, 8]]","[[1, 17]]",0,,False,1,https://moonboard.com/Problems/View/345186/smith-morra-gambit
345176,"[[5, 4]]","[[9, 7], [7, 9], [7, 10], [5, 13]]","[[6, 17]]",0,,False,12,https://moonboard.com/Problems/View/345176/sghetti
345172,"[[10, 4], [6, 1]]","[[7, 7], [3, 8], [8, 10], [7, 11], [8, 13], [4, 15]]","[[4, 17]]",1,,False,7,https://moonboard.com/Problems/View/345172/u-won-t
345171,"[[3, 2], [1, 3]]","[[5, 7], [4, 8], [7, 11], [6, 15]]","[[7, 17]]",7,,False,1,https://moonboard.com/Problems/View/345171/f8-blows
345166,"[[6, 1], [10, 4]]","[[9, 7], [10, 8], [7, 9], [8, 10], [6, 12], [4, 14]]","[[4, 17]]",0,,False,22,https://moonboard.com/Problems/View/345166/white-chocolate
345163,"[[0, 4], [5, 4]]","[[2, 7], [7, 9], [5, 13]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/345163/babayaga
345150,"[[5, 4]]","[[8, 9], [8, 11], [6, 13], [4, 15]]","[[6, 17]]",2,,False,7,https://moonboard.com/Problems/View/345150/superuova
345147,"[[5, 4], [7, 4]]","[[7, 9], [2, 12], [6, 11], [4, 15]]","[[3, 17]]",1,,False,13,https://moonboard.com/Problems/View/345147/dani-tellini-cp
345145,"[[6, 1], [3, 4]]","[[3, 7], [2, 10], [7, 11], [7, 13], [9, 13], [10, 8]]","[[10, 17]]",4,,False,10,https://moonboard.com/Problems/View/345145/kiss-of-death
345135,"[[6, 5], [6, 1]]","[[10, 8], [6, 12], [1, 14]]","[[0, 17]]",4,,False,1,https://moonboard.com/Problems/View/345135/%D7%90%D7%99%D7%A4%D7%94
345134,"[[6, 3]]","[[6, 8], [4, 11], [4, 13]]","[[0, 17]]",2,,False,3,https://moonboard.com/Problems/View/345134/stamm-fort
345127,"[[10, 4]]","[[9, 5], [8, 6], [7, 7], [6, 8], [5, 9], [4, 10], [3, 11], [2, 12], [4, 15]]","[[0, 17]]",1,,False,4,https://moonboard.com/Problems/View/345127/z-sitting-bull
345123,"[[5, 4], [3, 2]]","[[7, 8], [8, 11], [4, 14], [3, 9]]","[[6, 17]]",1,,False,27,https://moonboard.com/Problems/View/345123/destinazione-paradiso
345115,"[[8, 4]]","[[6, 8], [5, 9], [2, 7], [2, 12], [3, 14]]","[[4, 17]]",1,,False,6,https://moonboard.com/Problems/View/345115/flusso-2
345112,"[[3, 2], [1, 3]]","[[5, 8], [9, 13], [3, 15], [6, 15], [10, 11]]","[[2, 17]]",7,,False,2,https://moonboard.com/Problems/View/345112/cursed
345110,"[[6, 1], [5, 4]]","[[9, 7], [6, 5], [8, 9], [4, 10], [8, 13], [5, 14]]","[[8, 17]]",0,,False,16,https://moonboard.com/Problems/View/345110/moon-bouncer
345101,"[[6, 3], [4, 5]]","[[6, 7], [4, 9], [6, 12], [3, 13], [0, 12]]","[[3, 17]]",0,,False,1,https://moonboard.com/Problems/View/345101/nik-original
345100,"[[8, 4]]","[[7, 8], [6, 10], [3, 12], [3, 15]]","[[2, 17]]",2,,False,9,https://moonboard.com/Problems/View/345100/beat-and-path
345098,"[[7, 4]]","[[4, 7], [0, 8], [2, 12], [3, 14]]","[[4, 17]]",2,,False,1,https://moonboard.com/Problems/View/345098/firstmove
345097,"[[6, 5], [9, 1]]","[[8, 6], [4, 12], [3, 15], [6, 9]]","[[0, 17]]",3,,False,1,https://moonboard.com/Problems/View/345097/see-no-evil
345096,"[[3, 2], [0, 4]]","[[5, 7], [0, 10], [5, 14], [7, 14]]","[[10, 17]]",6,,False,1,https://moonboard.com/Problems/View/345096/teperature-control
345080,"[[3, 5], [8, 5]]","[[8, 9], [3, 15], [5, 7], [5, 12], [7, 13]]","[[7, 17]]",3,,False,14,https://moonboard.com/Problems/View/345080/hard-aplausen
345079,"[[10, 4]]","[[9, 7], [4, 9], [6, 12], [8, 15]]","[[6, 17]]",0,,False,11,https://moonboard.com/Problems/View/345079/easy-tarde-2
345078,"[[5, 4]]","[[1, 7], [3, 8], [3, 11], [4, 14]]","[[1, 17]]",0,,False,12,https://moonboard.com/Problems/View/345078/easy-tarde
345075,"[[4, 5]]","[[3, 10], [5, 8], [7, 13], [3, 15]]","[[4, 17]]",3,,False,2,https://moonboard.com/Problems/View/345075/bipump
345068,"[[5, 4], [3, 2]]","[[7, 8], [4, 6], [4, 9], [6, 11], [4, 12], [8, 15]]","[[4, 17]]",0,,False,9,https://moonboard.com/Problems/View/345068/rostbolzen-1
345067,"[[9, 4], [10, 4]]","[[9, 7], [6, 7], [7, 9], [4, 11], [6, 12], [4, 14]]","[[6, 17]]",0,,False,27,https://moonboard.com/Problems/View/345067/rastbolzen-1
345064,"[[10, 4], [5, 4]]","[[9, 7], [6, 7], [8, 11], [6, 13], [6, 16]]","[[3, 17]]",0,,False,4,https://moonboard.com/Problems/View/345064/tesday
345062,"[[5, 4]]","[[4, 7], [6, 8], [7, 9], [6, 1], [4, 9], [6, 12], [4, 14], [6, 16]]","[[4, 17]]",0,,False,26,https://moonboard.com/Problems/View/345062/problemkinder
345050,"[[1, 2]]","[[3, 9], [2, 12], [2, 6], [4, 14]]","[[2, 17]]",0,,False,7,https://moonboard.com/Problems/View/345050/1985-667
345049,"[[6, 5], [10, 4]]","[[7, 9], [6, 11], [5, 12], [4, 14]]","[[3, 17]]",1,,False,15,https://moonboard.com/Problems/View/345049/yang-b-up-set
345048,"[[7, 4], [9, 1]]","[[7, 7], [3, 8], [4, 11], [2, 14]]","[[3, 17]]",2,,False,13,https://moonboard.com/Problems/View/345048/yang-b-hit-me
345047,"[[5, 4]]","[[7, 9], [3, 11], [4, 14], [4, 15]]","[[6, 17]]",0,,False,17,https://moonboard.com/Problems/View/345047/1985-877
345046,"[[6, 3]]","[[10, 5], [9, 7], [8, 9], [10, 10], [5, 12], [9, 8], [3, 10], [1, 6], [4, 15]]","[[6, 17]]",3,,False,1,https://moonboard.com/Problems/View/345046/mini-proj-variation
345045,"[[4, 5], [6, 3]]","[[4, 7], [2, 9], [3, 11], [2, 12], [4, 14], [1, 15]]","[[1, 17]]",0,,False,15,https://moonboard.com/Problems/View/345045/yang-b-op4
345044,"[[9, 4], [10, 4]]","[[9, 7], [7, 9], [4, 10], [4, 12], [3, 14]]","[[3, 17]]",0,,False,17,https://moonboard.com/Problems/View/345044/yang-b-dalladalla
345043,"[[5, 4], [2, 4]]","[[4, 7], [5, 10], [6, 12], [6, 13], [7, 15]]","[[6, 17]]",0,,False,5,https://moonboard.com/Problems/View/345043/yang-b-4
345041,"[[5, 4], [9, 4]]","[[7, 10], [5, 13], [10, 13]]","[[8, 17]]",1,,False,4,https://moonboard.com/Problems/View/345041/cherry-picker-floorplan
345033,"[[5, 4]]","[[3, 2], [3, 6], [1, 8], [3, 11], [2, 12], [7, 13], [4, 15]]","[[3, 17]]",2,,False,3,https://moonboard.com/Problems/View/345033/hakkepeiling
345026,"[[6, 3]]","[[6, 7], [9, 9], [5, 11], [7, 13], [6, 16]]","[[10, 17]]",0,,False,2,https://moonboard.com/Problems/View/345026/james10
345025,"[[5, 4]]","[[4, 9], [8, 12], [5, 13], [6, 16]]","[[3, 17]]",1,,False,7,https://moonboard.com/Problems/View/345025/tentei-falhei
345013,"[[8, 3], [5, 4]]","[[7, 7], [4, 9], [4, 10], [1, 12], [2, 13], [1, 15], [9, 1]]","[[1, 17]]",0,,False,4,https://moonboard.com/Problems/View/345013/jillybean
345012,"[[8, 3], [5, 4]]","[[6, 1], [7, 7], [7, 9], [5, 6], [4, 9], [6, 12], [4, 14], [6, 16]]","[[4, 17]]",0,,False,16,https://moonboard.com/Problems/View/345012/tiny-paws
345011,"[[7, 4], [10, 4]]","[[6, 1], [10, 8], [7, 10], [4, 12], [7, 15], [4, 15]]","[[4, 17]]",1,,False,6,https://moonboard.com/Problems/View/345011/the-lame-five
345003,"[[5, 4]]","[[2, 6], [1, 7], [1, 10], [4, 13], [3, 16]]","[[6, 17], [8, 17]]",1,,False,1,https://moonboard.com/Problems/View/345003/yessa
345000,"[[1, 2], [3, 5]]","[[2, 9], [5, 11], [2, 14], [6, 15]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/345000/te-lo-faccio-flash
344999,"[[6, 3], [4, 5]]","[[7, 7], [7, 9], [4, 12], [3, 14], [1, 15]]","[[3, 17]]",0,,False,4,https://moonboard.com/Problems/View/344999/bama-warm
344995,"[[6, 1], [8, 3]]","[[9, 6], [8, 9], [7, 10], [5, 13], [7, 15]]","[[4, 17]]",0,,False,5,https://moonboard.com/Problems/View/344995/res
344991,"[[6, 3]]","[[7, 9], [4, 9], [8, 13]]","[[3, 17]]",4,,False,3,https://moonboard.com/Problems/View/344991/proj-2-jump
344985,"[[7, 4], [4, 5]]","[[4, 7], [1, 9], [4, 11], [2, 12], [3, 14]]","[[1, 17]]",0,,False,24,https://moonboard.com/Problems/View/344985/easy-warm-up-6a
344982,"[[1, 2], [0, 4]]","[[1, 8], [0, 8], [5, 10], [4, 13], [8, 13]]","[[8, 17]]",1,,False,2,https://moonboard.com/Problems/View/344982/pinchy-pinchy
344974,"[[8, 3], [4, 5]]","[[7, 7], [4, 9], [6, 12], [4, 15]]","[[6, 17]]",0,,False,7,https://moonboard.com/Problems/View/344974/back-in-2016
344971,"[[8, 4], [5, 5]]","[[8, 9], [9, 12], [4, 13]]","[[6, 17]]",1,,False,10,https://moonboard.com/Problems/View/344971/friction-addiction
344959,"[[6, 3]]","[[9, 6], [8, 9], [8, 13], [4, 15]]","[[7, 17]]",1,,False,14,https://moonboard.com/Problems/View/344959/madders
344958,"[[8, 4]]","[[4, 5], [4, 7], [2, 9], [5, 10], [4, 14]]","[[6, 17]]",1,,False,7,https://moonboard.com/Problems/View/344958/project-one
344957,"[[1, 2]]","[[5, 4], [6, 7], [7, 9], [6, 12], [4, 14]]","[[1, 17]]",0,,False,4,https://moonboard.com/Problems/View/344957/selter-s-keule
344954,"[[0, 4]]","[[2, 6], [3, 9], [6, 10], [4, 13]]","[[6, 17]]",1,,False,9,https://moonboard.com/Problems/View/344954/moonboard-101
344951,"[[2, 4]]","[[4, 7], [2, 9], [5, 4], [6, 13], [4, 15]]","[[3, 17]]",1,,False,5,https://moonboard.com/Problems/View/344951/yang-b-quiet
344950,"[[6, 3], [6, 1]]","[[6, 8], [9, 4], [3, 11], [3, 14]]","[[2, 17]]",2,,False,1,https://moonboard.com/Problems/View/344950/yang-b-dummy
344949,"[[6, 3], [2, 4]]","[[4, 5], [8, 6], [7, 10], [5, 12], [7, 15]]","[[3, 17]]",2,,False,4,https://moonboard.com/Problems/View/344949/yang-b-ccocca
344940,"[[8, 4]]","[[6, 8], [7, 7], [2, 7], [2, 12], [3, 2], [3, 14]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/344940/flusso
344931,"[[10, 4]]","[[10, 6], [8, 7], [5, 7], [3, 9], [5, 5], [3, 12], [0, 15]]","[[6, 17]]",4,,False,2,https://moonboard.com/Problems/View/344931/heroic-dose
344927,"[[0, 4]]","[[1, 7], [5, 8], [2, 11], [5, 14]]","[[2, 17]]",2,,False,1,https://moonboard.com/Problems/View/344927/love-vs-paranoia
344922,"[[8, 5], [3, 2]]","[[5, 8], [5, 7], [2, 11], [5, 14], [3, 15]]","[[7, 17]]",3,,False,1,https://moonboard.com/Problems/View/344922/lecture-notes
344921,"[[5, 4]]","[[6, 10], [2, 13], [1, 14], [3, 12]]","[[0, 17]]",3,,False,1,https://moonboard.com/Problems/View/344921/linnes
344915,"[[8, 3]]","[[9, 6], [3, 7], [7, 10], [6, 14], [3, 16]]","[[2, 17]]",4,,False,8,https://moonboard.com/Problems/View/344915/intellect
344914,"[[6, 3]]","[[5, 6], [1, 8], [2, 11], [0, 15]]","[[6, 17]]",3,,False,1,https://moonboard.com/Problems/View/344914/bruised-ego
344912,"[[10, 4], [5, 4]]","[[7, 9], [1, 10], [4, 12], [4, 14]]","[[7, 17], [3, 17]]",0,,False,11,https://moonboard.com/Problems/View/344912/elkarlos2-0
344907,"[[10, 4], [8, 4]]","[[8, 9], [7, 9], [4, 9], [6, 12], [4, 14]]","[[8, 17]]",0,,False,8,https://moonboard.com/Problems/View/344907/hornets-foot-cut
344904,"[[5, 4]]","[[0, 8], [5, 9], [1, 14], [4, 12]]","[[4, 17]]",1,,False,2,https://moonboard.com/Problems/View/344904/wall-to-mouth
344903,"[[5, 4]]","[[4, 7], [0, 8], [2, 13], [0, 15]]","[[4, 17]]",3,,False,1,https://moonboard.com/Problems/View/344903/for-jimmay
344896,"[[5, 4]]","[[3, 8], [7, 10], [4, 14]]","[[4, 17]]",1,,False,7,https://moonboard.com/Problems/View/344896/duplicate-easy-easy
344895,"[[5, 4], [6, 1]]","[[6, 7], [3, 11], [7, 13]]","[[4, 17]]",1,,False,4,https://moonboard.com/Problems/View/344895/duplicate-test-test
344881,"[[5, 4]]","[[7, 8], [4, 9], [6, 12], [8, 15]]","[[8, 17]]",0,,False,7,https://moonboard.com/Problems/View/344881/warmup-bk
344879,"[[10, 4]]","[[7, 10], [8, 10], [9, 7], [8, 12], [6, 7], [8, 3], [10, 10], [8, 15]]","[[10, 17]]",2,,False,5,https://moonboard.com/Problems/View/344879/to-the-side
344877,"[[5, 4]]","[[6, 7], [7, 10], [8, 13], [8, 14], [6, 1], [3, 2], [7, 7], [6, 6], [7, 9], [6, 10], [6, 13], [7, 15]]","[[8, 17]]",0,,False,8,https://moonboard.com/Problems/View/344877/easy-my-explicit-word
344875,"[[6, 3]]","[[6, 7], [7, 4], [6, 5], [7, 9], [8, 6], [5, 10], [4, 12], [6, 12], [4, 14], [6, 16], [9, 7], [6, 1]]","[[4, 17]]",0,,False,11,https://moonboard.com/Problems/View/344875/why-not
344867,"[[1, 2]]","[[1, 9], [6, 11], [5, 13], [3, 6]]","[[8, 17]]",2,,False,3,https://moonboard.com/Problems/View/344867/1-800-ghost-dance
344865,"[[10, 4]]","[[7, 8], [6, 9], [4, 10], [6, 13], [4, 14]]","[[4, 17]]",2,,False,2,https://moonboard.com/Problems/View/344865/uno-reverse
344862,"[[6, 3]]","[[7, 7], [2, 9], [4, 12], [2, 14]]","[[4, 17]]",1,,False,3,https://moonboard.com/Problems/View/344862/la-vieja-lola
344861,"[[8, 3]]","[[4, 6], [7, 7], [4, 9], [6, 12], [8, 15]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/344861/-the-heaven-and-earth
344860,"[[5, 4]]","[[3, 6], [1, 9], [4, 12], [1, 15]]","[[4, 17]]",0,,False,1,https://moonboard.com/Problems/View/344860/-god-created
344859,"[[7, 4]]","[[4, 7], [7, 9], [5, 11], [4, 14], [4, 15]]","[[1, 17]]",0,,False,2,https://moonboard.com/Problems/View/344859/in-the-beginning
344858,"[[6, 1], [6, 3]]","[[4, 5], [8, 6], [7, 7], [4, 9], [8, 10], [4, 12], [4, 14]]","[[0, 17]]",0,,False,5,https://moonboard.com/Problems/View/344858/testkarlo
344855,"[[10, 4], [5, 4]]","[[1, 10], [7, 9], [4, 12], [4, 14]]","[[8, 17], [3, 17]]",1,,False,10,https://moonboard.com/Problems/View/344855/elkarlos
344852,"[[5, 4], [10, 4]]","[[7, 9], [1, 7], [3, 2], [4, 12], [4, 14]]","[[8, 17], [3, 17]]",0,,False,12,https://moonboard.com/Problems/View/344852/el-karlo
344851,"[[7, 4], [9, 1]]","[[7, 8], [3, 9], [4, 11], [1, 14]]","[[2, 17]]",2,,False,9,https://moonboard.com/Problems/View/344851/water-through-the-wall
344850,"[[5, 4]]","[[7, 7], [7, 9], [6, 12], [6, 13], [4, 14]]","[[6, 17]]",0,,False,23,https://moonboard.com/Problems/View/344850/the-weather-man
344849,"[[6, 1], [5, 4]]","[[6, 7], [10, 5], [6, 14], [4, 11], [9, 9], [7, 10]]","[[4, 17], [6, 17]]",2,,False,4,https://moonboard.com/Problems/View/344849/the-raging-nimbus
344848,"[[5, 4]]","[[7, 9], [4, 14], [10, 5], [2, 12]]","[[6, 17], [4, 17]]",0,,False,4,https://moonboard.com/Problems/View/344848/the-flaming-crater-2
344846,"[[5, 4]]","[[2, 9], [3, 7], [5, 9], [6, 13], [5, 13]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/344846/ignoranthelife
344829,"[[4, 5], [7, 4]]","[[5, 8], [3, 9], [4, 11], [2, 14], [3, 16]]","[[1, 17]]",0,,False,4,https://moonboard.com/Problems/View/344829/little-owl
344828,"[[9, 4]]","[[6, 8], [7, 7], [9, 11], [5, 12], [7, 15]]","[[4, 17]]",2,,False,6,https://moonboard.com/Problems/View/344828/green-eggs-ham
344826,"[[9, 1], [4, 5]]","[[8, 5], [5, 8], [9, 9], [6, 12], [9, 15]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/344826/big-duck
344819,"[[5, 4]]","[[4, 9], [4, 12], [1, 14]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/344819/jpb-hw-direct
344814,"[[8, 4]]","[[7, 13], [7, 8], [6, 10], [3, 10]]","[[3, 17]]",4,,False,1,https://moonboard.com/Problems/View/344814/pussiasbic
344810,"[[8, 4]]","[[6, 8], [1, 9], [3, 14], [4, 14]]","[[6, 17]]",3,,False,4,https://moonboard.com/Problems/View/344810/flight-of-philus
344809,"[[5, 4]]","[[6, 8], [7, 9], [8, 13], [10, 4], [10, 7], [4, 14]]","[[4, 17]]",0,,False,9,https://moonboard.com/Problems/View/344809/icrocching
344804,"[[5, 4]]","[[7, 9], [4, 7], [6, 12], [2, 12], [4, 14]]","[[3, 17]]",0,,False,30,https://moonboard.com/Problems/View/344804/cash-1
344789,"[[5, 4], [9, 1]]","[[7, 7], [4, 9], [7, 9], [6, 12], [4, 13], [5, 15], [9, 13]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/344789/humming
344787,"[[5, 4]]","[[4, 9], [7, 9], [7, 7], [6, 12], [4, 13], [5, 15], [9, 1]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/344787/last-regards
344777,"[[6, 1], [8, 4]]","[[4, 7], [7, 10], [5, 13], [6, 16]]","[[2, 17]]",0,,False,6,https://moonboard.com/Problems/View/344777/james9
344776,"[[7, 4], [9, 1]]","[[8, 13], [6, 16], [7, 10], [9, 7]]","[[10, 17]]",0,,False,6,https://moonboard.com/Problems/View/344776/james8
344775,"[[5, 4], [6, 1]]","[[7, 7], [4, 10], [8, 10], [6, 14]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/344775/james7
344774,"[[5, 4], [6, 1]]","[[3, 14], [5, 10], [4, 7], [1, 10]]","[[1, 17]]",0,,False,4,https://moonboard.com/Problems/View/344774/james6
344773,"[[6, 3]]","[[4, 6], [6, 8], [3, 11], [7, 13], [4, 15]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/344773/james5
344772,"[[3, 4], [2, 4]]","[[1, 7], [5, 9], [2, 12], [4, 14]]","[[2, 17]]",0,,False,1,https://moonboard.com/Problems/View/344772/james4
344771,"[[1, 5], [3, 2]]","[[4, 7], [2, 9], [4, 12], [2, 14], [3, 16]]","[[0, 17]]",0,,False,2,https://moonboard.com/Problems/View/344771/james3
344770,"[[6, 3]]","[[7, 8], [5, 6], [4, 10], [8, 13], [7, 15]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/344770/james2
344769,"[[10, 4]]","[[9, 6], [10, 8], [8, 10], [9, 12], [8, 14], [10, 15]]","[[7, 17]]",0,,False,1,https://moonboard.com/Problems/View/344769/james1
344757,"[[0, 4], [3, 2]]","[[4, 7], [2, 8], [6, 13], [0, 13]]","[[2, 17]]",6,,False,19,https://moonboard.com/Problems/View/344757/dead-roses
344755,"[[6, 1], [10, 4]]","[[10, 8], [9, 7], [7, 10], [4, 15], [8, 13], [4, 7]]","[[6, 17]]",0,,False,10,https://moonboard.com/Problems/View/344755/toe-pulling
344753,"[[0, 4], [2, 4]]","[[6, 7], [7, 10], [6, 13], [6, 16], [4, 7]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/344753/ledges-get-edged
344751,"[[5, 4]]","[[4, 9], [8, 13], [7, 7], [4, 14]]","[[6, 17]]",1,,False,18,https://moonboard.com/Problems/View/344751/ledgend-dairy
344750,"[[5, 4]]","[[4, 9], [7, 10], [8, 13], [4, 14]]","[[6, 17]]",1,,False,7,https://moonboard.com/Problems/View/344750/ledgend-dairy-easy
344747,"[[3, 2], [5, 5]]","[[6, 7], [6, 12], [6, 16], [3, 9]]","[[2, 17]]",2,,False,13,https://moonboard.com/Problems/View/344747/surf-o-barbarie
344746,"[[8, 5], [3, 5]]","[[6, 12], [3, 15], [8, 9], [5, 6]]","[[7, 17]]",0,,False,1,https://moonboard.com/Problems/View/344746/aplausen
344741,"[[6, 3]]","[[6, 7], [4, 5], [4, 9], [6, 12], [4, 14]]","[[6, 17]]",0,,False,18,https://moonboard.com/Problems/View/344741/hola-hola
344739,"[[6, 5], [8, 4]]","[[7, 8], [5, 10], [4, 11], [2, 14], [6, 16]]","[[7, 17]]",2,,False,6,https://moonboard.com/Problems/View/344739/boots-and-cats
344738,"[[9, 4], [7, 4]]","[[7, 7], [7, 9], [4, 7], [2, 12], [6, 13], [4, 15]]","[[3, 17]]",0,,False,12,https://moonboard.com/Problems/View/344738/yaksha
344737,"[[1, 3], [3, 2]]","[[3, 8], [0, 11], [3, 12], [1, 14]]","[[2, 17]]",3,,False,1,https://moonboard.com/Problems/View/344737/two-birds-stoned-at-once
